video_name,true_label,path_to_video,path_to_img,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
3b9048869928835f.mp4,no_action,../prepair_dataset/train/no_action/3b9048869928835f.mp4,../images_for_emb/no_action/3b9048869928835f.jpg,-3.1808822,-6.0120587,1.3372884,-5.263073,-0.1782458,2.3378952,0.20289789,0.27392465,0.8411854,1.8172803,-0.22366542,-0.019210491,-0.71393996,-1.1313264,-0.03726035,-0.35108188,-0.26982382,0.36648804,0.123573236,0.045970652,0.12466539,-0.27113622,-0.42140877,-0.2041341,-1.3615583
3e6817c626df94fe.mp4,no_action,../prepair_dataset/train/no_action/3e6817c626df94fe.mp4,../images_for_emb/no_action/3e6817c626df94fe.jpg,-0.27280673,7.3831725,2.0953753,-2.7307112,-0.1640722,0.15519975,-0.8132978,-0.15566511,-0.30137813,-0.11517393,-1.0307255,0.0791827,1.384868,-1.2615294,-1.1163055,-2.838133,0.28508216,-0.5827018,-0.7723961,-0.050838646,1.4850188,-0.41757578,2.6687891,1.4212723,-0.36729166
3f28190969779ef0.mp4,no_action,../prepair_dataset/train/no_action/3f28190969779ef0.mp4,../images_for_emb/no_action/3f28190969779ef0.jpg,-4.6490383,-1.2979286,-4.644868,0.3831316,-1.5518113,-4.3825088,-1.466727,-0.5200037,2.0965207,1.1689576,-1.2743286,2.1472363,0.30687773,0.28816658,-0.035056237,-0.003551431,-0.66983724,-0.28994077,0.20235294,0.32304573,-0.26079977,0.4450119,-0.021936508,0.3113789,0.10712765
42b9e817c0190acd.mp4,no_action,../prepair_dataset/train/no_action/42b9e817c0190acd.mp4,../images_for_emb/no_action/42b9e817c0190acd.jpg,8.173421,0.55624187,1.5439477,1.2349321,0.44906726,0.6846175,-2.884208,-3.6103127,-2.8426385,3.259901,-1.4375583,-1.398015,-3.2574136,3.5657923,-1.0849448,-0.16165212,-1.9947968,0.3006348,1.6834027,-0.9090551,0.25034228,0.5512738,0.42421883,0.30740613,-0.011778135
42c2bda22052536c.mp4,no_action,../prepair_dataset/train/no_action/42c2bda22052536c.mp4,../images_for_emb/no_action/42c2bda22052536c.jpg,-4.3483605,-1.5825773,-4.707981,0.29478493,-1.7500396,-4.0243387,-1.518066,-0.5380387,1.7680734,1.4578536,-1.05072,2.4103851,0.5602531,0.5524311,0.15162358,0.025800344,-0.13830031,0.035442583,0.075779,0.3922116,-0.020377602,0.42004243,0.18036085,-0.26165488,-0.3399222
4680e1a491f77263.mp4,no_action,../prepair_dataset/train/no_action/4680e1a491f77263.mp4,../images_for_emb/no_action/4680e1a491f77263.jpg,-4.77624,-1.7176946,-5.891526,-0.5307555,0.048940223,-1.4419371,-1.0163804,-0.09494212,-2.037867,-0.9782154,1.2839628,-1.9073979,-0.67889977,-0.7012273,-0.1882581,-0.51576054,-0.13965397,0.0059936643,-0.528742,-0.6181263,-0.3119549,-0.45790944,0.8932638,-1.5692751,0.012869267
48274dbbe29cc3c1.mp4,no_action,../prepair_dataset/train/no_action/48274dbbe29cc3c1.mp4,../images_for_emb/no_action/48274dbbe29cc3c1.jpg,-6.0099554,0.26750565,1.7544311,6.072292,0.8330031,0.40730056,-0.97386503,2.5288978,0.5846907,0.6448733,0.9945142,-0.4846985,-0.19089694,-1.0301256,-1.3566136,1.3237222,-1.4766511,-0.07380176,-0.18813933,-0.2501441,-0.08819503,-0.52747935,-0.08246566,0.19813624,-0.23103397
53b1077b1729746f.mp4,no_action,../prepair_dataset/train/no_action/53b1077b1729746f.mp4,../images_for_emb/no_action/53b1077b1729746f.jpg,8.969136,-3.053072,-0.25837916,1.004991,-1.5110615,1.9839566,-0.89696795,4.424656,-2.6648915,1.5980415,0.59914726,1.398064,0.19404116,3.44224,-0.58008116,1.1837162,2.8099065,-2.5465786,-1.3959779,-0.015248445,0.1475917,0.06068494,0.24518627,-0.25904855,-0.4874256
54be7d16e67b50f5.mp4,no_action,../prepair_dataset/train/no_action/54be7d16e67b50f5.mp4,../images_for_emb/no_action/54be7d16e67b50f5.jpg,-3.678092,-0.4049005,-1.2851648,2.8945725,2.0843163,2.430886,3.7182558,-1.0791515,-1.1740234,-0.4015516,0.54973567,0.603753,0.46502218,0.32479307,-0.6529033,-0.19952828,-0.37429816,0.5475413,-0.12388045,1.7138755,-0.41775885,1.9091421,0.69011104,-0.17950362,-0.14951125
579c3b378df7c098.mp4,no_action,../prepair_dataset/train/no_action/579c3b378df7c098.mp4,../images_for_emb/no_action/579c3b378df7c098.jpg,11.668336,-2.5652637,-1.0940874,3.1826284,-5.5315027,1.9413372,-0.15881169,-2.3240678,3.381812,-0.9531357,1.2479095,-1.1501513,0.616742,0.22325161,-1.0720493,-0.27684373,0.3474182,0.09247321,-0.38521996,-0.06400164,0.45450252,0.12129421,-0.017804505,-0.39427754,-0.19410442
5f64fa2034db489f.mp4,no_action,../prepair_dataset/train/no_action/5f64fa2034db489f.mp4,../images_for_emb/no_action/5f64fa2034db489f.jpg,-4.1975994,-1.5441154,-4.7954607,0.27725005,-1.5636274,-4.0252876,-1.6301122,-0.13819845,1.8291044,1.4331962,-1.0188272,2.2289026,0.8621694,0.5401471,0.019350545,0.08588434,-0.13906246,-0.05159416,0.114081785,0.3526744,-0.13403526,0.32525054,0.24822196,-0.105365,-0.17851561
77c7a5e6998b35e2.mp4,no_action,../prepair_dataset/train/no_action/77c7a5e6998b35e2.mp4,../images_for_emb/no_action/77c7a5e6998b35e2.jpg,-3.1488593,-6.270999,1.2421867,-5.1491857,-0.5225412,2.3857367,0.58325744,0.32054362,0.78433293,1.6975315,-0.14306466,-0.0114507405,-0.90365237,-1.1511533,-0.02510142,-0.39269784,-0.13089651,0.5731095,0.3183559,-0.26010185,0.27058345,-0.11793296,-0.49712333,-0.16319902,-1.2780596
7f20a690549ee780.mp4,no_action,../prepair_dataset/train/no_action/7f20a690549ee780.mp4,../images_for_emb/no_action/7f20a690549ee780.jpg,11.96336,0.26747915,-1.6149896,-2.4291208,4.4088426,-3.8601246,2.9780538,2.4989266,2.0218153,0.412914,-0.63533616,-2.3807197,0.39192286,0.75590456,0.046801697,-0.028626945,-0.46987855,0.13560116,-0.024586998,-0.05647306,0.010969106,0.1911433,-0.04058058,0.23034818,-0.10464327
834f96e9ac49dc25.mp4,no_action,../prepair_dataset/train/no_action/834f96e9ac49dc25.mp4,../images_for_emb/no_action/834f96e9ac49dc25.jpg,11.06344,-2.250817,0.6058271,0.95254177,-1.4387193,-0.0036375958,2.1160204,2.117377,-0.34656808,-3.2431037,-0.26762757,2.4903858,-2.9380848,-1.5639911,1.2926588,0.16958386,-0.76109296,-1.4716777,2.5437024,0.504347,-1.632834,-0.81522715,1.1565013,0.22641528,-0.16212448
8788d89c8bc19606.mp4,no_action,../prepair_dataset/train/no_action/8788d89c8bc19606.mp4,../images_for_emb/no_action/8788d89c8bc19606.jpg,-0.27352256,3.1779299,-3.4510522,-2.5090227,3.6311622,4.4457655,-3.3278062,0.5362962,1.8401271,-1.4538062,0.19259296,0.6373194,0.07191269,0.7821145,0.5748262,0.21700919,0.14711815,0.3601212,-0.51134163,-0.9872523,-1.4321319,0.50830567,0.017225673,0.67290086,-0.10826396
8af8e2641f47d0c4.mp4,no_action,../prepair_dataset/train/no_action/8af8e2641f47d0c4.mp4,../images_for_emb/no_action/8af8e2641f47d0c4.jpg,-4.740033,1.8974036,1.7495123,5.2074785,0.6548674,-0.16338752,-1.0979112,1.3489966,1.2595972,0.8099051,0.8139929,-0.69375277,-1.767406,-0.00043578565,2.0430694,-2.220844,1.8793498,0.22162692,0.6517019,0.22511628,0.38075927,0.50026745,-0.37863782,0.019770967,0.34423754
8e514daeefda7dd7.mp4,no_action,../prepair_dataset/train/no_action/8e514daeefda7dd7.mp4,../images_for_emb/no_action/8e514daeefda7dd7.jpg,-4.6467056,-1.6147035,-6.161109,-0.45926732,-0.051782932,-1.8579282,-1.0684031,-0.27054274,-2.0555537,-1.1401858,1.3624921,-1.7351762,-0.71487516,-0.626176,-0.2428561,-0.75179803,-0.37956393,-0.006964441,-0.65528923,-0.6321271,-0.4603247,-0.5250072,0.8566916,-1.528111,0.03640024
94ef8340f6d675f3.mp4,no_action,../prepair_dataset/train/no_action/94ef8340f6d675f3.mp4,../images_for_emb/no_action/94ef8340f6d675f3.jpg,-4.165252,-2.631289,6.25529,-0.609611,0.10426223,-1.4934912,-0.53556114,-0.5074058,-0.13180244,-2.168924,-0.88800853,0.0755202,1.0841211,0.55897194,0.4610659,0.9914905,0.7664305,0.6381371,0.6922768,-0.9835325,0.16710684,0.56516767,0.33346775,-0.44809985,-0.13105683
a22dc2953e4fc949.mp4,no_action,../prepair_dataset/train/no_action/a22dc2953e4fc949.mp4,../images_for_emb/no_action/a22dc2953e4fc949.jpg,-3.1120527,-5.884646,1.496475,-4.7197766,-0.17203179,1.9204633,0.51912874,0.3984994,0.6550233,1.0852088,0.60576725,-0.61859566,-0.27772194,-0.7711634,-0.06491913,-0.1266532,-0.1117795,-0.24316025,0.04837886,0.43054345,0.3540283,-0.6510588,-0.049999896,0.18076634,-0.5808434
a3c3b83ed13097de.mp4,no_action,../prepair_dataset/train/no_action/a3c3b83ed13097de.mp4,../images_for_emb/no_action/a3c3b83ed13097de.jpg,11.960477,-2.577633,-1.0246397,3.397581,-4.844312,1.9315603,0.07389423,-3.0668564,3.7725205,-1.7695937,1.4471502,-1.2085336,0.3321307,-0.19481632,-1.1855729,0.11838609,0.2796698,-0.49239275,0.123100534,-0.3080322,0.33705917,0.18568082,-0.020998752,0.12350311,0.17507596
a63b961ce65a6c06.mp4,no_action,../prepair_dataset/train/no_action/a63b961ce65a6c06.mp4,../images_for_emb/no_action/a63b961ce65a6c06.jpg,-5.762,-1.9953068,-4.647377,-1.1995277,-1.3237915,-2.1529896,-0.017721036,-0.39850897,-2.2806175,-1.6884654,0.8510628,-1.6363851,-0.5918,-0.6167974,-0.5858513,0.7327767,0.95388174,-0.35576916,0.76423466,0.015477376,0.23717184,0.6170247,-1.1354824,1.9682233,-0.044503115
a7d3c11764d1bff5.mp4,no_action,../prepair_dataset/train/no_action/a7d3c11764d1bff5.mp4,../images_for_emb/no_action/a7d3c11764d1bff5.jpg,-1.0876487,7.5825577,0.64954954,-1.6740017,-3.1619217,-0.18402213,1.3217922,-0.44289756,-0.25613537,0.24326855,0.7512617,0.23261268,-0.36957207,0.25824642,1.3279912,0.77287424,-0.51265335,0.08033951,-0.75682527,-0.17346278,0.07365926,-0.4013856,-0.36436403,-0.15768078,-0.12206711
a92d16fd3fa7da43.mp4,no_action,../prepair_dataset/train/no_action/a92d16fd3fa7da43.mp4,../images_for_emb/no_action/a92d16fd3fa7da43.jpg,-4.498807,-0.9994377,-2.021409,2.8163877,1.5181923,1.167435,3.1749942,-2.047176,-0.23567227,0.662708,-1.6089354,0.47442737,0.85016316,0.64607114,0.042142577,-0.30247924,0.52685726,-0.44661167,-0.08490742,-0.974349,-0.3344587,-1.3563429,-0.29387543,0.066154934,0.2289009
a9a1ae95de26b88f.mp4,no_action,../prepair_dataset/train/no_action/a9a1ae95de26b88f.mp4,../images_for_emb/no_action/a9a1ae95de26b88f.jpg,-4.433333,-0.6601069,-1.7610686,2.8429677,1.553029,1.415998,3.2720447,-1.9851853,-0.07658067,0.70982623,-1.6747934,0.5433923,0.77440006,0.4629925,-0.009534371,-0.08036065,0.6006272,-0.25807753,0.06185945,-0.7740096,-0.17401642,-1.2789809,-0.22624882,0.09383689,0.13918038
aa5175f038b8be3f.mp4,no_action,../prepair_dataset/train/no_action/aa5175f038b8be3f.mp4,../images_for_emb/no_action/aa5175f038b8be3f.jpg,-1.6802847,7.5682774,0.49732512,-2.2212203,-3.7181451,-0.26232845,1.7340983,0.17041537,-0.32436186,0.20892477,0.56370914,-0.22677356,-0.61727905,0.48383087,1.4341698,0.9207101,-0.42969424,0.056261495,-0.64321226,-0.23125623,-0.070088774,0.14272232,-0.23144436,0.070916705,0.11654089
ac88034e85bb723b.mp4,no_action,../prepair_dataset/train/no_action/ac88034e85bb723b.mp4,../images_for_emb/no_action/ac88034e85bb723b.jpg,1.110627,8.783345,3.0610535,-2.1475284,-0.68833953,-0.28811795,-0.8044587,0.29587004,0.017878667,0.8670136,-1.1086892,-0.66392833,0.769686,-1.4104962,-2.5380697,-0.33172834,1.1281277,-0.36828732,0.79565144,0.36274526,-1.2575313,0.13209979,-0.3891964,-0.51022446,0.050865646
b544059b980f4535.mp4,no_action,../prepair_dataset/train/no_action/b544059b980f4535.mp4,../images_for_emb/no_action/b544059b980f4535.jpg,-2.57993,-4.8639135,1.1488012,-5.042152,-0.76449317,1.5197198,0.77238315,0.8542802,0.4497874,1.830766,1.105008,0.13042115,0.018709557,-0.43153018,-0.086678624,-0.0673901,0.23844579,0.010972213,0.3362556,-0.21893847,0.06979623,0.4575412,0.45587543,-0.03637404,1.7569327
bbca6fe746a74e94.mp4,no_action,../prepair_dataset/train/no_action/bbca6fe746a74e94.mp4,../images_for_emb/no_action/bbca6fe746a74e94.jpg,9.466991,2.0570934,2.294336,0.0794613,5.537886,-1.7594465,-0.74059993,-3.5950758,-1.4010786,1.3018936,5.193621,2.3135154,2.1455657,-1.4930533,1.5862577,-0.39902824,-0.75788575,-1.6627359,0.47733057,-0.7110838,0.74725693,0.25949582,-0.6144255,-0.20228586,-0.28302324
bf8aa6576663561b.mp4,no_action,../prepair_dataset/train/no_action/bf8aa6576663561b.mp4,../images_for_emb/no_action/bf8aa6576663561b.jpg,-4.1235776,0.12250705,-1.1378851,2.7785614,1.6331478,2.779506,3.8076792,-0.8801735,-1.4093885,-0.28086427,0.27181765,0.38498154,0.57570964,0.31304678,-0.7627042,0.03425983,-0.23588653,0.58599335,-0.043367226,1.5272819,-0.0882969,1.9069519,0.33163562,-0.35096565,-0.44145483
c741aa8c36791a37.mp4,no_action,../prepair_dataset/train/no_action/c741aa8c36791a37.mp4,../images_for_emb/no_action/c741aa8c36791a37.jpg,-1.6083481,3.5215993,-5.0165095,-2.1018758,2.2040675,3.5653532,-1.8482705,1.3010137,0.49685353,-2.2557938,-0.8034876,0.5347468,0.4280195,1.2936547,0.39913884,1.2240661,-0.6606937,0.091818355,1.6119581,1.6652104,3.1482763,-1.0985533,-0.29553303,-0.7049431,0.49110502
cdb09e141f61b6e5.mp4,no_action,../prepair_dataset/train/no_action/cdb09e141f61b6e5.mp4,../images_for_emb/no_action/cdb09e141f61b6e5.jpg,-4.3374014,-2.3727512,6.204473,-0.52257115,0.19290029,-1.6557276,-0.66412425,-0.40283287,-0.32207212,-1.9966964,-0.86845523,-0.07377708,1.2451109,0.6408796,0.4481424,0.98367256,0.80772126,0.53690785,0.6658983,-1.0163031,0.2879649,0.51609826,0.31547266,-0.16648602,-0.12164232
d5a00c7fced2bcfd.mp4,no_action,../prepair_dataset/train/no_action/d5a00c7fced2bcfd.mp4,../images_for_emb/no_action/d5a00c7fced2bcfd.jpg,-2.8747635,-4.9929285,1.2710425,-4.68431,-0.9970655,1.20007,0.83570534,0.7575608,0.47201923,2.007043,1.3959361,0.32224807,-0.23055325,-0.5080556,-0.061277036,0.11159757,0.123158164,-0.07956036,0.17969912,-0.101079464,-0.1307928,0.5025324,0.3898099,0.15785407,1.9015436
d9ed8fc4e83d441c.mp4,no_action,../prepair_dataset/train/no_action/d9ed8fc4e83d441c.mp4,../images_for_emb/no_action/d9ed8fc4e83d441c.jpg,-4.0961075,-2.727498,6.1123557,-0.50407994,0.119478755,-1.4050443,-0.5249216,-0.433388,-0.2797272,-2.3136487,-0.9521821,0.034272168,1.2466941,0.5241675,0.42436278,1.03668,0.83103114,0.6002453,0.6600339,-1.0180002,0.294067,0.5591391,0.37939692,-0.37851357,-0.18189858
db6b7bfc03d8e720.mp4,no_action,../prepair_dataset/train/no_action/db6b7bfc03d8e720.mp4,../images_for_emb/no_action/db6b7bfc03d8e720.jpg,-4.4733486,2.0319679,1.7714444,5.8845506,0.6374248,-0.07670847,-0.8555778,1.3469374,1.33003,0.9296167,0.42018548,-0.78407454,-2.09313,-0.05789924,2.153137,-2.453627,1.6776092,0.6355303,0.4204743,0.2741622,0.3867349,0.13976233,-0.2817226,-0.2635177,-0.1370977
f0df489b60804efa.mp4,no_action,../prepair_dataset/train/no_action/f0df489b60804efa.mp4,../images_for_emb/no_action/f0df489b60804efa.jpg,-4.641412,-0.69752467,-1.7213672,2.770991,1.3367232,1.372926,3.5839896,-1.9571122,-0.23500954,0.462859,-1.6330736,0.35224298,0.6484276,0.3748255,-0.043288097,-0.42738023,0.42336288,-0.3463354,0.1399933,-0.88235873,-0.11041502,-1.2939798,-0.22930562,0.23451133,0.3177145
f8176db350e8e14a.mp4,no_action,../prepair_dataset/train/no_action/f8176db350e8e14a.mp4,../images_for_emb/no_action/f8176db350e8e14a.jpg,-5.889473,0.7388992,2.0845199,5.6264496,0.6909794,-0.04875347,-1.033387,2.696956,0.624758,0.927787,0.8025314,-0.23187093,0.2613988,-1.0484768,-1.2718334,1.5902367,-1.2730385,-0.058195814,-0.2634933,-0.60406154,0.25226402,-0.0038760812,0.2937057,0.30686,0.15841682
f8453516dcd84400.mp4,no_action,../prepair_dataset/train/no_action/f8453516dcd84400.mp4,../images_for_emb/no_action/f8453516dcd84400.jpg,8.747463,-0.7972925,1.1238731,0.10520013,-0.94236404,-1.4927762,-0.08519947,1.3159944,-1.826034,-0.29944658,2.987315,2.1910477,0.945465,1.7296938,-1.248,-0.92292523,0.39482814,4.196522,-0.0106216455,0.59041864,-0.6396236,-1.6681317,-0.12927787,0.46002725,0.07637553
f9397b79bb605494.mp4,no_action,../prepair_dataset/train/no_action/f9397b79bb605494.mp4,../images_for_emb/no_action/f9397b79bb605494.jpg,9.024621,-0.7897912,0.9221953,0.82725066,3.9037917,-1.1910958,-1.84046,-3.8522441,-0.28209153,1.022102,-1.6424067,0.08790768,-2.626689,-2.874216,0.5026199,3.149083,2.050224,0.9641644,-1.742425,1.4100245,0.16025493,-0.5194636,0.553309,0.13667808,0.2525806
fe75e1f7038e4fa8.mp4,no_action,../prepair_dataset/train/no_action/fe75e1f7038e4fa8.mp4,../images_for_emb/no_action/fe75e1f7038e4fa8.jpg,1.067896,8.506141,2.5111868,-2.10594,0.20971665,-0.31783754,-1.0915194,-0.12236233,-0.21585988,0.6866196,-0.89348173,-0.08314875,0.7250222,-1.0122736,-2.569734,-0.3597771,0.91664577,-0.6869378,1.4746133,0.8035993,-0.83650696,-0.23057333,-1.1148741,-0.963533,0.17672603
